PDB,Ligand,Chain,Number,Resolution(A),Ligand Occupation Factor,Ki(M),log(Ki),pKi,RMSD(A),Torsions,Q,Average Q,Ligand B-factor(A2),Receptor B-factor(A2),B-factor ratio (Ligand/Receptor),C,N,O,P,S,F,Cl,Br,Affinity(kcal/mol),Gauss 1,Gauss 2,Repulsion,Hydrophobic,Hydrogen,Torsional
2B1V,458,A,201,1.8,1.0,1.8e-06,-5.7447274948966935,5.7447274948966935,ND,4,-0.0020000000000000295,-9.523809523809665e-05,26.23428571428571,27.562796806051637,0.9518005701266774,16,0,3,0,0,0,0,0,-7.732,48.83,1147.168,2.3,51.276,1.998,0.6989700043360189
2G8R,N3E,A,998,1.7,1.0,0.000103,-3.987162775294828,3.987162775294828,ND,6,-0.9990000000000002,-0.035678571428571434,30.588214285714287,19.44360854987426,1.5731757923048755,15,3,7,0,0,0,0,0,-3.723,55.15,753.911,2.711,3.174,1.654,0.8450980400142568
2HDS,4MB,A,1601,1.1,1.0,0.01,-2.0,2.0,ND,3,-1.0,-0.06666666666666667,10.300666666666666,13.01708596620132,0.7913189398466141,8,1,4,0,1,0,0,0,-5.719,55.448,639.15,1.856,37.202,2.575,0.6020599913279624
2J4I,GSJ,A,1245,1.8,1.0,1e-09,-9.0,9.0,ND,10,-1.249000902703301e-16,-3.2868444807981606e-18,31.85026315789474,31.6523492647058,1.0062527394580985,23,4,6,0,2,0,0,0,-7.999,139.231,1650.555,4.149,44.345,1.099,1.041392685158225
2BVR,4CP,H,1246,1.2,1.0,0.00019999999999999998,-3.6989700043360187,3.6989700043360187,ND,8,0.0010000000000000564,3.225806451613085e-05,21.039999999999996,14.804357798165162,1.4212031542906693,18,5,2,0,1,0,0,0,-5.447,85.464,1006.363,4.185,25.592,3.57,0.9542425094393249
2FX6,270,A,246,1.5,1.0,0.00019999999999999998,-3.6989700043360187,3.6989700043360187,ND,1,0.9979999999999998,0.07128571428571427,19.27642857142857,19.611474103585675,0.9829158414922087,7,3,0,0,0,0,0,0,-5.723,62.227,606.426,2.502,5.955,3.778,0.3010299956639812
2C4W,GAJ,A,1160,1.5,1.0,1.9999999999999998e-05,-4.698970004336019,4.698970004336019,ND,3,1.0,0.034482758620689655,13.324827586206897,26.103853151396997,0.5104544340226567,14,5,4,0,1,0,0,0,-9.31,90.501,1257.683,4.646,31.932,6.184,0.6020599913279624
2CN0,F25,H,1246,1.3,1.0,2.2000000000000002e-08,-7.657577319177793,7.657577319177793,ND,6,1.0030000000000001,0.027861111111111114,17.532500000000002,23.440647917408302,0.7479528749279756,24,4,1,0,0,3,0,0,-11.509,117.451,1667.32,2.271,51.107,3.462,0.8450980400142568
1ZFQ,ZEC,A,300,1.5,1.0,3.0000000000000004e-08,-7.522878745280337,7.522878745280337,ND,3,2.7755575615628914e-17,1.5419764230904951e-18,9.697777777777778,15.724181596091178,0.6167429267154049,7,2,3,0,2,0,0,0,-5.872,55.259,724.405,1.7,9.771,2.922,0.6020599913279624
2BXT,C2D,H,1246,1.8,1.0,3.0000000000000004e-09,-8.522878745280337,8.522878745280337,ND,9,1.734723475976807e-17,4.956352788505163e-19,27.342285714285723,29.595295144952857,0.9238727162668164,22,5,1,0,1,0,0,0,-8.8,136.697,1586.435,3.811,33.391,3.267,1.0
2HB3,GRL,B,201,1.3,1.0,4.5e-12,-11.346787486224656,11.346787486224656,ND,15,0.004000000000000059,9.523809523809665e-05,11.770714285714284,18.240781758957688,0.6452965909717066,29,2,7,0,1,0,0,0,-9.498,120.298,1988.849,3.621,66.612,4.866,1.2041199826559248
2HZY,DHJ,A,1102,1.3,1.0,4.1e-08,-7.3872161432802645,7.3872161432802645,ND,6,-2.999000000000001,-0.1999333333333334,14.157333333333332,16.680260980267377,0.8487477114465626,7,0,7,1,0,0,0,0,-5.961,92.024,982.369,7.914,13.274,9.377,0.8450980400142568
2AW1,COX,A,264,1.4,1.0,4.3e-08,-7.366531544420414,7.366531544420414,ND,4,0.0019999999999999827,7.99999999999993e-05,12.013599999999999,12.161340288924539,0.9878516441926152,16,2,3,0,1,0,0,0,-8.507,67.446,1035.377,2.204,59.39,3.353,0.6989700043360189
1ZGE,SDA,A,300,1.6,1.0,5.0000000000000004e-08,-7.301029995663981,7.301029995663981,ND,2,0.0,0.0,12.008000000000001,16.403675631621844,0.7320310563110519,6,2,2,0,1,0,0,0,-5.65,48.775,685.988,1.685,17.097,2.51,0.47712125471966244
2HNC,1SA,A,265,1.5,1.0,6.000000000000001e-08,-7.221848749616356,7.221848749616356,ND,3,-0.0020000000000000573,-0.00012500000000000358,5.373125,13.248568564554935,0.4055626820225089,2,4,2,0,2,0,0,0,-4.889,40.747,560.687,1.931,0.0,4.352,0.6020599913279624
1Z9Y,FUN,A,500,1.6,1.0,6.5e-08,-7.187086643357144,7.187086643357144,ND,6,-1.0010000000000001,-0.04170833333333334,16.485833333333332,19.376926530612298,0.8507971224068211,12,2,5,0,1,0,0,0,-7.052,66.803,1088.822,2.55,23.457,3.929,0.8450980400142568
2HXM,302,A,401,1.3,1.0,6e-06,-5.221848749616356,5.221848749616356,ND,9,-1.0020000000000002,-0.03455172413793104,11.872758620689654,11.368932788374199,1.0443160181957152,15,4,6,0,0,0,0,0,-7.348,107.862,1145.383,4.61,14.611,7.674,1.0
1ZS0,EIN,A,994,1.5,1.0,7.000000000000001e-07,-6.154901959985743,6.154901959985743,ND,7,-1.5,-0.05555555555555555,17.485555555555553,13.967616279069794,1.2518639692126512,17,1,6,1,1,0,0,0,-7.731,113.003,1437.645,4.224,45.364,1.573,0.9030899869919435
2BVS,2CE,H,1246,1.4,1.0,7.999999999999999e-05,-4.096910013008056,4.096910013008056,ND,16,-0.0009999999999998933,-2.380952380952127e-05,26.357380952380957,15.22202020202019,1.7315297577178974,24,6,5,0,1,0,0,0,-4.192,103.726,1408.66,6.403,17.887,2.62,1.2304489213782739
2O4J,VD4,A,500,1.7,1.0,8.000000000000001e-11,-10.096910013008056,10.096910013008056,ND,8,-0.004000000000000031,-0.00012121212121212216,15.224242424242423,25.618875568416584,0.5942588066984152,27,0,3,0,0,0,0,0,-12.617,92.618,1850.431,3.125,99.872,5.15,0.9542425094393249
2OXY,K17,A,1001,1.8,1.0,3e-07,-6.522878745280337,6.522878745280337,ND,0,-0.000999999999999994,-6.666666666666626e-05,23.715333333333334,15.491753519017605,1.53083595760935,7,2,0,0,0,0,0,0,-5.773,48.18,726.662,1.207,30.858,0.0,0.0
2OP3,TF5,A,501,1.6,1.0,4.9e-07,-6.309803919971486,6.309803919971486,ND,4,-0.0009999999999999454,-5.2631578947365544e-05,27.73368421052632,16.257530403371472,1.70589773000055,14,0,2,0,0,3,0,0,1.252,72.072,961.577,12.362,6.277,1.412,0.6989700043360189
2P94,ME4,A,1,1.8,1.0,6.700000000000001e-10,-9.173925197299173,9.173925197299173,ND,5,0.0009999999999999731,2.6315789473683504e-05,30.667368421052636,28.79077396021702,1.0651804103435596,27,4,3,0,0,0,0,0,-11.522,141.113,1598.71,2.094,65.555,1.028,0.7781512503836436
2O7E,PMI,A,701,1.7,1.0,6e-07,-6.221848749616356,6.221848749616356,ND,2,-0.4999999999999998,-0.02941176470588234,22.1035294117647,20.7698667879306,1.0642114192378496,9,1,3,1,0,0,0,0,-7.451,73.072,874.575,5.025,39.409,5.97,0.47712125471966244
2Q54,MU1,B,200,1.8,1.0,9.800000000000001e-10,-9.008773924307505,9.008773924307505,ND,16,0.0010000000000000842,1.9230769230770848e-05,20.485384615384614,26.50641982182629,0.7728461539915794,37,4,7,0,0,0,0,0,-9.22,125.966,2251.956,6.306,61.445,6.813,1.2304489213782739
2HW2,RFP,A,1200,1.4,1.0,0.00107,-2.9706162223147903,2.9706162223147903,ND,10,-0.0009999999999998899,-1.5151515151513483e-05,26.42939393939394,26.79644646924828,0.986302193827246,43,4,12,0,0,0,0,0,-11.973,109.581,2153.539,1.483,76.808,0.504,1.041392685158225
2Z94,TLD,A,902,1.7,1.0,1.4e-06,-5.853871964321762,5.853871964321762,ND,0,1.3877787807814457e-17,1.5419764230904951e-18,43.34888888888889,35.774736297828305,1.2117179153468804,7,0,0,0,2,0,0,0,-1.98,12.764,306.488,0.184,1.024,0.0,0.0
2I4X,KGQ,B,300,1.5,1.0,1.9e-12,-11.721246399047171,11.721246399047171,ND,21,0.004000000000000059,7.843137254902076e-05,17.524313725490195,20.517925243770325,0.854097747081467,33,2,12,1,1,0,0,0,-7.923,154.282,2282.2,6.71,48.206,5.913,1.3424226808222062
2QRL,OGA,A,500,1.6,1.0,9.999999999999999e-05,-4.0,4.0,ND,3,-1.999,-0.18172727272727274,22.440909090909088,18.992462791350707,1.1815692012901469,4,1,5,0,0,0,0,0,-2.909,35.255,469.429,4.474,0.0,5.749,0.6020599913279624
2OYM,MNI,A,600,1.8,1.0,9.999999999999999e-06,-5.0,5.0,ND,8,0.9970000000000001,0.03560714285714286,12.945357142857143,20.332492319036547,0.6366832427491879,15,3,4,0,0,0,0,0,-6.901,88.178,1176.156,5.16,20.865,6.05,0.9542425094393249
2CEM,2AH,B,1200,1.8,1.0,1.2000000000000002e-08,-7.920818753952375,7.920818753952375,ND,16,0.003999999999999983,7.142857142857112e-05,14.628214285714288,12.651262188515721,1.1562652064070855,39,5,6,0,0,0,0,0,-11.765,160.366,2452.33,4.669,113.193,5.04,1.2304489213782739
2OZ7,CA4,A,1,1.8,1.0,1.4000000000000001e-08,-7.853871964321762,7.853871964321762,ND,3,-0.0009999999999998899,-3.4482758620685855e-05,23.240344827586206,28.590271145285314,0.8128759853128802,24,0,4,0,0,0,0,0,-10.55,88.52,1713.006,3.459,64.091,0.845,0.6020599913279624
2P8O,BVA,C,300,1.5,1.0,1.4e-05,-4.853871964321762,4.853871964321762,ND,3,0.0010000000000000148,5.555555555555638e-05,19.767222222222227,21.95197691025936,0.9004757203887146,7,1,5,0,0,0,0,0,-10.55,88.52,1713.006,3.459,64.091,0.845,0.6020599913279624
2UWP,894,A,1245,1.7,1.0,1.54e-07,-6.812479279163537,6.812479279163537,ND,7,0.0009999999999999454,3.448275862068777e-05,40.26965517241379,32.10613080014615,1.2542668384142535,17,3,5,0,2,0,0,0,-6.93,109.814,1326.256,2.625,18.932,0.288,0.9030899869919435
2PTZ,PAH,A,600,1.6,1.0,1.5000000000000002e-08,-7.823908740944319,7.823908740944319,ND,3,-1.5,-0.13636363636363635,15.843636363636364,28.792805666004025,0.5502637202995162,2,1,5,1,0,0,0,0,-5.316,67.595,649.409,7.623,0.0,10.988,0.6020599913279624
2IYF,ERY,A,1400,1.7,1.0,0.0001773,-3.7512912643990823,3.7512912643990823,ND,12,-0.003999999999999726,-7.142857142856654e-05,13.294464285714284,19.26991139240509,0.6899079095378754,37,1,13,0,0,0,0,0,-7.957,68.181,1641.843,1.813,46.925,1.748,1.1139433523068367
2O1C,PPV,A,163,1.8,1.0,1.8999999999999998e-05,-4.721246399047171,4.721246399047171,ND,2,-2.998,-0.33311111111111114,35.62777777777778,20.472789446276654,1.7402502903314592,0,0,7,2,0,0,0,0,-2.975,45.984,454.445,4.926,0.0,5.697,0.47712125471966244
2I4D,QFI,B,300,1.5,1.0,2.1e-12,-11.67778070526608,11.67778070526608,ND,17,-1.4990000000000003,-0.031893617021276605,16.62723404255319,18.954345238095254,0.8772254506125099,29,2,12,1,1,0,0,0,-8.419,132.979,2186.771,5.584,40.982,5.397,1.255272505103306
2OP9,WR1,A,601,1.8,1.0,2.2e-06,-5.657577319177793,5.657577319177793,ND,12,0.0029999999999999957,9.374999999999987e-05,46.25249999999999,47.007810193321646,0.9839322404039795,22,2,5,0,0,0,0,0,-3.08,83.136,1187.588,7.113,18.931,1.857,1.1139433523068367
2I4U,DJR,A,300,1.5,1.0,2.7000000000000002e-12,-11.568636235841012,11.568636235841012,ND,14,0.0040000000000000695,9.75609756097578e-05,18.057804878048785,19.392700216450212,0.9311650608990966,28,2,8,0,1,0,0,0,-8.575,119.351,2005.243,5.365,48.25,5.07,1.1760912590556813
2JEW,720,A,1310,1.4,1.0,2.0600000000000002e-07,-6.686132779630847,6.686132779630847,ND,9,0.0009999999999998899,4.7619047619042376e-05,5.542857142857144,10.517420006736275,0.5270168101404159,12,3,2,0,0,0,0,0,-5.468,66.189,949.012,3.347,19.329,4.691,1.0
2PSJ,CEI,A,501,1.8,1.0,2e-08,-7.698970004336019,7.698970004336019,ND,8,2.7755575615628914e-17,7.709882115452476e-19,36.25861111111112,26.405503300330004,1.3731459953144685,25,3,3,0,0,0,0,0,-8.14,82.949,1098.998,0.999,76.409,1.281,0.9542425094393249
2HL4,BO1,A,264,1.5,1.0,2.3e-08,-7.638272163982407,7.638272163982407,ND,9,0.0009999999999999454,3.448275862068777e-05,8.001379310344827,11.380465489566648,0.7030801435741192,12,2,7,0,1,0,0,0,-6.27,62.288,949.636,2.159,18.216,4.162,1.0
2Z3H,BLO,A,2500,1.5,1.0,2.3e-05,-4.638272163982407,4.638272163982407,ND,9,1.0000000000000002,0.025000000000000005,10.79325,12.599525792273893,0.8566393829376093,17,7,6,0,0,0,0,0,-8.275,124.181,1453.195,6.682,26.2,7.597,1.0
2O8H,227,A,999,1.8,1.0,2.5000000000000002e-08,-7.6020599913279625,7.6020599913279625,ND,5,1.0030000000000001,0.027861111111111114,32.888333333333335,40.43641236435386,0.8133346014228892,24,5,4,0,1,0,0,0,-7.663,87.418,1195.133,2.305,43.235,1.318,0.7781512503836436
2JH0,701,D,1247,1.7,1.0,2e-09,-8.698970004336019,8.698970004336019,ND,6,0.0019999999999999463,6.666666666666488e-05,30.140333333333327,30.043810024535567,1.0032127519352216,18,3,5,0,2,0,0,0,-7.655,119.829,1394.994,3.351,15.778,1.245,0.8450980400142568
2NNQ,T4B,A,293,1.8,1.0,2e-09,-8.698970004336019,8.698970004336019,ND,8,-0.9990000000000003,-0.02700000000000001,10.166756756756758,11.822581673306768,0.859943880084283,31,2,3,0,0,0,0,0,-10.659,98.624,1911.774,2.948,77.069,2.494,0.9542425094393249
2UY5,H35,A,1313,1.6,1.0,3.2e-06,-5.494850021680094,5.494850021680094,ND,2,0.0010000000000000495,4.761904761904997e-05,14.524761904761906,27.19453810623555,0.5341058505211921,10,5,1,0,0,0,0,0,-7.063,109.131,939.303,4.184,12.467,3.215,0.47712125471966244
2POU,I7A,A,1000,1.6,1.0,3.8e-08,-7.42021640338319,7.42021640338319,ND,4,0.0,0.0,8.151500000000002,15.096319361277494,0.5399660543025369,6,2,4,0,2,0,0,0,-7.663,64.901,930.839,2.304,20.823,4.734,0.6989700043360189
2GKL,PD2,A,2,1.8,1.0,4.5e-06,-5.346787486224656,5.346787486224656,ND,2,-2.0010000000000003,-0.15392307692307694,19.869230769230764,17.7156373008435,1.1215645495454303,7,1,4,0,0,0,0,0,-4.846,41.335,622.329,2.499,9.832,3.905,0.47712125471966244
2PWD,NOJ,A,8000,1.8,1.0,3.9999999999999996e-05,-4.3979400086720375,4.3979400086720375,ND,5,1.0,0.058823529411764705,6.36,15.294527002204202,0.41583502380187476,6,1,4,0,0,0,0,0,-4.283,64.647,716.332,8.05,0.0,9.413,0.7781512503836436
2OVY,PFJ,A,999,1.8,1.0,4e-09,-8.397940008672037,8.397940008672037,ND,5,0.0029999999999998327,8.823529411764213e-05,27.705294117647057,25.996978971705484,1.0657120639979307,22,5,3,0,0,0,0,0,-7.627,78.968,1198.371,1.115,33.911,0.544,0.7781512503836436
2QFT,GPJ,A,801,1.5,1.0,5.5e-06,-5.259637310505756,5.259637310505756,ND,4,-2.499,-0.22718181818181818,5.888181818181818,9.910223067173657,0.5941522989210671,3,1,5,1,0,0,0,0,-4.585,72.011,589.186,7.604,0.0,10.604,0.6989700043360189
2JFZ,003,A,1256,1.8,1.0,5.7999999999999995e-06,-5.236572006437063,5.236572006437063,ND,5,0.002000000000000151,5.714285714286146e-05,19.16857142857143,21.145665615141997,0.9065012082119179,26,5,2,0,0,0,0,0,-9.908,119.042,1399.144,1.561,65.226,0.0,0.7781512503836436
2PSV,MUV,A,200,1.7,1.0,5.8e-08,-7.236572006437063,7.236572006437063,ND,14,0.0009999999999998933,2.7777777777774814e-05,14.481111111111112,19.94416898276818,0.7260824516490426,23,3,6,0,1,0,0,0,-7.853,102.061,1705.073,4.379,50.025,5.182,1.1760912590556813
2CEN,4AH,B,1200,1.7,1.0,5e-09,-8.301029995663981,8.301029995663981,ND,16,0.002999999999999982,5.357142857142825e-05,14.803214285714281,13.394729144095344,1.10515219281159,39,5,6,0,0,0,0,0,-11.564,150.52,2459.35,4.579,111.219,4.921,1.2304489213782739
2OYK,9MR,A,600,1.5,1.0,4.9999999999999996e-06,-5.301029995663981,5.301029995663981,ND,10,1.0020000000000007,0.034551724137931054,8.253793103448277,15.2021848739496,0.5429346618190352,12,1,8,0,0,0,0,0,-6.561,85.412,974.738,4.847,5.215,8.152,1.041392685158225
2POW,I7C,A,1000,1.7,1.0,6.300000000000001e-08,-7.200659450546418,7.200659450546418,ND,6,0.0009999999999999454,3.9999999999997815e-05,11.372,15.617204171680692,0.7281713087046212,7,3,4,0,2,3,0,0,-7.022,58.039,1049.33,2.158,15.123,3.971,0.8450980400142568
2POV,I7B,A,1000,1.6,1.0,7.500000000000001e-08,-7.1249387366083,7.1249387366083,ND,4,0.0,0.0,7.6209999999999996,13.336725521669337,0.5714296202330549,6,3,4,0,2,0,0,0,-7.654,61.024,925.851,1.786,17.418,4.463,0.6989700043360189
2Z1W,BDI,A,600,1.6,1.0,8.3e-05,-4.080921907623926,4.080921907623926,ND,3,-7.632783294297951e-17,-4.0172543654199745e-18,17.49947368421053,23.912999999999947,0.7317975027897197,9,4,2,0,0,0,0,0,-6.08,58.2,885.762,3.811,16.518,4.798,0.6020599913279624
2QI5,MZ7,B,200,1.8,1.0,1.4000000000000002e-11,-10.853871964321762,10.853871964321762,ND,16,-2.7755575615628914e-17,-6.30808536718839e-19,14.924090909090909,17.125895027624328,0.8714342161398353,29,4,5,0,2,0,0,0,-8.459,121.496,2012.68,5.291,65.014,5.109,1.2304489213782739
2QI6,MZ8,A,200,1.8,1.0,2.7e-11,-10.568636235841012,10.568636235841012,ND,13,8.326672684688674e-17,1.982541115402065e-18,15.149761904761904,19.191082872928202,0.7894167309408493,28,3,5,0,2,0,0,0,-9.085,123.394,1929.698,4.61,56.88,4.137,1.146128035678238
2QI4,MZ6,A,200,1.8,1.0,3.6e-11,-10.443697499232712,10.443697499232712,ND,14,1.4051260155412137e-16,3.267734919863288e-18,15.044651162790696,18.773990093560847,0.8013560829538708,29,3,5,0,2,0,0,0,-9.114,123.431,1978.89,4.273,58.741,4.076,1.1760912590556813
2R38,G4G,B,2501,1.8,1.0,3.6e-08,-7.443697499232713,7.443697499232713,ND,12,1.001,0.019627450980392154,18.300000000000004,22.586342003320446,0.8102241610133105,32,5,6,0,2,0,0,0,-11.441,146.532,2358.281,5.8,70.739,6.412,1.1139433523068367
2RFH,23N,A,1309,1.7,1.0,1.5e-07,-6.823908740944319,6.823908740944319,ND,7,-1.001,-0.05888235294117646,22.41117647058824,10.38036601746138,2.1589967475991867,10,1,4,0,0,0,0,0,-5.452,45.273,891.132,3.76,26.103,5.261,0.9030899869919435
2PWC,G3G,A,501,1.7,1.0,2.7e-07,-6.568636235841013,6.568636235841013,ND,12,1.000999999999999,0.02129787234042551,18.53531914893618,16.434390109890096,1.1278373596463285,30,5,4,0,2,0,0,0,-9.828,118.631,2167.789,6.492,62.551,5.705,1.1139433523068367
3C1K,T15,A,403,1.8,1.0,3.6e-10,-9.443697499232712,9.443697499232712,ND,10,-0.0020000000000000434,-4.761904761904865e-05,43.5954761904762,34.262056637168065,1.2724127057563461,26,6,5,0,1,0,0,0,-8.716,116.984,1668.072,3.515,50.426,3.047,1.041392685158225
2ZAZ,GK1,A,362,1.8,1.0,4e-07,-6.3979400086720375,6.3979400086720375,ND,5,1.6653345369377348e-16,5.551115123125783e-18,39.18766666666668,37.349879162982546,1.0492046438936158,20,3,2,0,1,0,0,0,-6.841,61.989,1141.073,1.792,37.322,0.757,0.7781512503836436
2VW2,NHE,A,1000,1.7,1.0,0.0005,-3.3010299956639813,3.3010299956639813,ND,4,-1.501,-0.1072142857142857,13.957142857142856,17.255845070422534,0.8088356612024852,8,1,3,0,1,0,0,0,-5.95,51.653,724.25,2.889,19.899,5.546,0.6989700043360189
2OSM,HTS,A,263,1.6,1.0,6.31e-07,-6.199970640755866,6.199970640755866,ND,1,2.7755575615628914e-17,3.0839528461809902e-18,18.308888888888887,25.931249500997968,0.7060550201479596,6,0,1,0,1,0,0,0,-3.412,29.071,492.013,1.001,17.279,0.0,0.3010299956639812
2QRP,S06,A,998,1.8,1.0,6.3e-07,-6.200659450546418,6.200659450546418,ND,5,-1.6653345369377348e-16,-5.551115123125783e-18,12.394,20.447416800692867,0.6061401359794273,18,1,6,0,0,0,0,0,-12.217,113.115,1558.579,3.753,21.025,7.063,0.7781512503836436
2QMG,SC6,A,1,1.8,1.0,7e-10,-9.154901959985743,9.154901959985743,ND,12,1.0039999999999993,0.020916666666666653,13.919375,19.16054813014722,0.7264601672902691,34,3,5,0,0,2,0,0,-11.832,161.86,2176.821,5.233,69.967,6.981,1.1139433523068367
3BQC,EMO,A,400,1.5,1.0,1.85e-06,-5.732828271596986,5.732828271596986,ND,3,-0.0019999999999999463,-8.69565217391281e-05,25.0004347826087,25.815388463802208,0.9684314771270547,15,0,5,0,0,0,0,0,-9.302,75.549,1119.759,1.767,52.23,1.593,0.6020599913279624
2QG0,A94,A,2001,1.8,1.0,1.8999999999999998e-06,-5.721246399047171,5.721246399047171,ND,7,0.998,0.03024242424242424,8.174545454545454,14.148148614609632,0.5777819895179975,17,5,4,0,1,0,0,0,-7.624,92.46,1361.762,2.526,11.911,2.565,0.9030899869919435
3D1G,322,A,501,1.6,1.0,9.999999999999999e-06,-5.0,5.0,ND,7,-1.0010000000000001,-0.040040000000000006,19.367999999999995,25.583501295709933,0.7570504043263144,14,1,5,0,2,0,0,0,-4.803,59.33,930.074,3.411,17.218,2.997,0.9030899869919435
2UY0,HV1,B,1200,1.7,1.0,1.2000000000000002e-07,-6.920818753952375,6.920818753952375,ND,16,0.0009999999999999792,1.8867924528301495e-05,18.324716981132074,14.605530877573116,1.254642308775629,36,4,7,0,0,0,0,0,-11.303,157.318,2494.993,6.412,106.06,6.223,1.2304489213782739
2QW1,3MG,A,310,1.7,1.0,0.000125,-3.9030899869919438,3.9030899869919438,ND,6,-0.0020000000000001406,-0.00011764705882353768,33.53411764705883,12.341435608726258,2.7171974728246253,7,0,6,0,0,0,0,0,-2.705,24.905,467.319,1.944,0.0,2.687,0.8450980400142568
3EWJ,642,B,1,1.8,1.0,1.43e-07,-6.844663962534939,6.844663962534939,ND,6,-1.0010000000000001,-0.027054054054054057,27.385675675675678,25.44789711934165,1.0761469031113466,29,2,4,0,0,0,0,0,-11.053,156.457,1984.846,5.857,63.79,1.938,0.8450980400142568
2OSF,TH0,A,263,1.6,1.0,0.000148,-3.8297382846050425,3.8297382846050425,ND,2,0.0,0.0,28.09090909090909,18.715380914194068,1.500953104812548,6,0,2,0,1,0,0,0,-3.08,31.51,522.492,1.331,11.072,0.0,0.47712125471966244
2PYI,DL8,A,998,1.8,1.0,0.000179,-3.7471469690201067,3.7471469690201067,ND,9,-2.688821387764051e-16,-8.147943599285003e-18,18.317272727272723,21.318468322981516,0.8592208619193586,16,4,6,0,0,0,0,0,-9.094,111.388,1493.024,4.672,7.422,7.355,1.0
3D50,OEV,A,1048,1.7,1.0,1.7e-05,-4.769551078621726,4.769551078621726,ND,13,1.0030000000000001,0.03857692307692308,13.404615384615386,14.784304708587417,0.9066787819131837,15,1,4,0,0,0,0,0,-5.059,79.907,971.897,6.601,14.247,8.843,1.146128035678238
2ZC9,22U,H,1501,1.5,1.0,1.8000000000000002e-07,-6.7447274948966935,6.7447274948966935,ND,7,1.0019999999999996,0.032322580645161275,13.639677419354836,21.371811466760487,0.638208765811386,21,3,2,0,0,0,0,0,-9.376,110.441,1360.377,2.266,55.975,2.571,0.9030899869919435
2ZGX,29U,H,1601,1.8,1.0,1.8000000000000002e-07,-6.7447274948966935,6.7447274948966935,ND,8,1.0010000000000001,0.031281250000000003,13.621249999999998,22.16139815471968,0.6146385667954393,17,5,2,0,0,0,0,0,-7.985,96.574,1203.527,4.003,33.429,5.835,0.9542425094393249
2QRH,M08,A,998,1.8,1.0,1.9600000000000002e-05,-4.707743928643524,4.707743928643524,ND,5,0.0009999999999998344,3.846153846153209e-05,12.463846153846156,25.11698995411141,0.49623168128894135,14,1,6,0,0,0,0,0,-10.149,85.251,1256.826,3.022,17.904,6.624,0.7781512503836436
3DDG,GB7,A,5001,1.7,1.0,1e-06,-6.0,6.0,ND,8,1.003,0.040119999999999996,7.5888,13.207416483296706,0.5745862568654122,14,2,4,0,0,0,0,0,-6.557,101.427,1010.309,7.483,10.961,9.855,0.9542425094393249
2PQZ,G0G,A,2501,1.5,1.0,2.1499999999999997e-06,-5.667561540084395,5.667561540084395,ND,10,1.0049999999999994,0.024512195121951207,22.854634146341468,15.352182214948172,1.488689609486805,30,3,4,0,2,0,0,0,-9.92,114.006,2060.927,5.806,76.789,4.412,1.041392685158225
2Q8Z,NUP,A,401,1.8,1.0,2.1e-06,-5.6777807052660805,5.6777807052660805,ND,7,-1.5,-0.05555555555555555,18.45111111111111,22.305603225315686,0.827196239650227,9,3,9,1,0,0,0,0,-8.462,95.07,1379.331,9.509,4.537,13.65,0.9030899869919435
2VR4,17B,A,1865,1.8,1.0,2.1e-06,-5.6777807052660805,5.6777807052660805,ND,10,1.0000000000000002,0.03846153846153847,14.594615384615386,23.561090278200638,0.6194371827571461,10,3,4,0,0,0,0,0,-6.955,104.504,1070.128,6.819,11.346,9.673,1.041392685158225
3B66,B66,A,1,1.6,1.0,2.5e-09,-8.602059991327963,8.602059991327963,ND,8,-0.9990000000000001,-0.03222580645161291,14.887741935483872,19.816840816326504,0.7512671708609732,18,3,5,0,0,3,0,0,-10.445,125.298,1792.501,3.997,62.346,3.144,0.9542425094393249
2QP6,MB1,A,800,1.4,1.0,2.08e-07,-6.681936665037238,6.681936665037238,ND,3,-1.0,-0.0625,9.995,12.04770858283435,0.8296183403905484,6,2,4,0,1,0,0,0,-6.676,56.057,823.656,2.695,17.71,4.71,0.6020599913279624
3B7R,BIR,L,1001,1.8,1.0,2e-08,-7.698970004336019,7.698970004336019,ND,10,-0.9970000000000007,-0.030212121212121232,8.780909090909091,15.690065767284995,0.5596476918036869,21,2,5,1,0,0,0,0,-7.95,104.652,1575.583,6.857,25.037,8.343,1.041392685158225
3DDF,GB6,A,4001,1.2,1.0,2.2e-05,-4.657577319177793,4.657577319177793,ND,8,1.003,0.040119999999999996,9.464400000000001,15.083601080324078,0.6274628949413089,13,2,4,0,0,0,0,0,-6.251,93.574,939.74,7.456,10.184,10.283,0.9542425094393249
3DJK,G55,B,401,1.0,1.0,2.6e-11,-10.585026652029182,10.585026652029182,ND,14,0.00500000000000006,0.0001250000000000015,12.287999999999998,14.062445652173917,0.8738167104027451,27,2,8,0,1,0,0,0,-8.951,120.263,1966.013,4.225,50.543,4.751,1.1760912590556813
2VJ8,HA2,A,1616,1.8,1.0,2e-09,-8.698970004336019,8.698970004336019,ND,14,0.0019999999999998986,6.0606060606057535e-05,28.673939393939392,26.81178414839795,1.0694528657710647,22,2,5,0,0,0,0,0,-8.951,166.376,1764.989,9.045,101.429,6.998,1.1760912590556813
3D4Y,MVL,A,1049,1.5,1.0,2e-06,-5.698970004336019,5.698970004336019,ND,5,-0.0010000000000002784,-5.2631578947383074e-05,17.585263157894733,24.763186813186806,0.71013732160395,8,2,4,0,0,0,0,0,-5.936,81.61,842.397,7.682,0.0,10.001,0.7781512503836436
